student_id,source,assessment_term,subject,marks,max_marks,attendance_pct,grade_or_status
STU00070,Suvidya,Term Exam,English,60.0,100.0,80.0,Pass
STU00070,Suvidya,Annual Final,Overall Percentage,70.33,100.0,80.0,Good
STU00075,Suvidya,Term Exam,Mathematics,82.0,100.0,66.0,Pass
STU00075,Suvidya,Term Exam,Science,89.0,100.0,66.0,Pass
STU00075,Suvidya,Term Exam,English,76.0,100.0,66.0,Pass
STU00075,Suvidya,Annual Final,Overall Percentage,82.33,100.0,66.0,Excellent
STU00076,Suvidya,Term Exam,Mathematics,85.0,100.0,74.0,Pass
STU00076,Suvidya,Term Exam,Science,96.0,100.0,74.0,Pass
STU00076,Suvidya,Term Exam,English,85.0,100.0,74.0,Pass
STU00076,Suvidya,Annual Final,Overall Percentage,88.67,100.0,74.0,Excellent
STU00080,Suvidya,Term Exam,Mathematics,44.0,100.0,100.0,Pass
STU00080,Suvidya,Term Exam,Science,52.0,100.0,100.0,Pass
STU00080,Suvidya,Term Exam,English,59.0,100.0,100.0,Pass
STU00080,Suvidya,Annual Final,Overall Percentage,51.67,100.0,100.0,Average
STU00082,Suvidya,Term Exam,Mathematics,57.0,100.0,71.0,Pass
STU00082,Suvidya,Term Exam,Science,57.0,100.0,71.0,Pass
STU00082,Suvidya,Term Exam,English,99.0,100.0,71.0,Pass
STU00082,Suvidya,Annual Final,Overall Percentage,71.0,100.0,71.0,Good
STU00084,Suvidya,Term Exam,Mathematics,68.0,100.0,68.0,Pass
STU00084,Suvidya,Term Exam,Science,48.0,100.0,68.0,Pass
STU00084,Suvidya,Term Exam,English,77.0,100.0,68.0,Pass
STU00084,Suvidya,Annual Final,Overall Percentage,64.33,100.0,68.0,Average
STU00091,Suvidya,Term Exam,Mathematics,54.0,100.0,78.0,Pass
STU00091,Suvidya,Term Exam,Science,63.0,100.0,78.0,Pass
STU00091,Suvidya,Term Exam,English,57.0,100.0,78.0,Pass
STU00091,Suvidya,Annual Final,Overall Percentage,58.0,100.0,78.0,Average
STU00095,Suvidya,Term Exam,Mathematics,88.0,100.0,55.0,Pass
STU00095,Suvidya,Term Exam,Science,66.0,100.0,55.0,Pass
STU00095,Suvidya,Term Exam,English,41.0,100.0,55.0,Pass
STU00095,Suvidya,Annual Final,Overall Percentage,65.0,100.0,55.0,Average
STU00096,Suvidya,Term Exam,Mathematics,96.0,100.0,58.0,Pass
STU00096,Suvidya,Term Exam,Science,85.0,100.0,58.0,Pass
STU00096,Suvidya,Term Exam,English,55.0,100.0,58.0,Pass
STU00096,Suvidya,Annual Final,Overall Percentage,78.67,100.0,58.0,Good
STU00097,Suvidya,Term Exam,Mathematics,61.0,100.0,73.0,Pass
STU00097,Suvidya,Term Exam,Science,35.0,100.0,73.0,Pass
STU00097,Suvidya,Term Exam,English,97.0,100.0,73.0,Pass
STU00097,Suvidya,Annual Final,Overall Percentage,64.33,100.0,73.0,Average
STU00098,Suvidya,Term Exam,Mathematics,75.0,100.0,81.0,Pass
STU00098,Suvidya,Term Exam,Science,42.0,100.0,81.0,Pass
STU00098,Suvidya,Term Exam,English,85.0,100.0,81.0,Pass
STU00098,Suvidya,Annual Final,Overall Percentage,67.33,100.0,81.0,Good
STU00102,Suvidya,Term Exam,Mathematics,52.0,100.0,97.0,Pass
STU00102,Suvidya,Term Exam,Science,86.0,100.0,97.0,Pass
STU00102,Suvidya,Term Exam,English,78.0,100.0,97.0,Pass
STU00102,Suvidya,Annual Final,Overall Percentage,72.0,100.0,97.0,Good
STU00103,Suvidya,Term Exam,Mathematics,83.0,100.0,78.0,Pass
STU00103,Suvidya,Term Exam,Science,83.0,100.0,78.0,Pass
STU00103,Suvidya,Term Exam,English,71.0,100.0,78.0,Pass
STU00103,Suvidya,Annual Final,Overall Percentage,79.0,100.0,78.0,Good
STU00106,Suvidya,Term Exam,Mathematics,78.0,100.0,58.0,Pass
STU00106,Suvidya,Term Exam,Science,56.0,100.0,58.0,Pass
STU00106,Suvidya,Term Exam,English,48.0,100.0,58.0,Pass
STU00106,Suvidya,Annual Final,Overall Percentage,60.67,100.0,58.0,Average
STU00110,Suvidya,Term Exam,Mathematics,79.0,100.0,62.0,Pass
STU00110,Suvidya,Term Exam,Science,43.0,100.0,62.0,Pass
STU00110,Suvidya,Term Exam,English,62.0,100.0,62.0,Pass
STU00110,Suvidya,Annual Final,Overall Percentage,61.33,100.0,62.0,Average
STU00131,Suvidya,Term Exam,Mathematics,88.0,100.0,74.0,Pass
STU00131,Suvidya,Term Exam,Science,93.0,100.0,74.0,Pass
STU00131,Suvidya,Term Exam,English,82.0,100.0,74.0,Pass
STU00131,Suvidya,Annual Final,Overall Percentage,87.67,100.0,74.0,Excellent
STU00142,Suvidya,Term Exam,Mathematics,36.0,100.0,56.0,Pass
STU00142,Suvidya,Term Exam,Science,62.0,100.0,56.0,Pass
STU00142,Suvidya,Term Exam,English,65.0,100.0,56.0,Pass
STU00142,Suvidya,Annual Final,Overall Percentage,54.33,100.0,56.0,Average
STU00145,Suvidya,Term Exam,Mathematics,36.0,100.0,67.0,Pass
STU00145,Suvidya,Term Exam,Science,75.0,100.0,67.0,Pass
STU00145,Suvidya,Term Exam,English,62.0,100.0,67.0,Pass
STU00145,Suvidya,Annual Final,Overall Percentage,57.67,100.0,67.0,Average
STU00152,Suvidya,Term Exam,Mathematics,41.0,100.0,62.0,Pass
STU00152,Suvidya,Term Exam,Science,85.0,100.0,62.0,Pass
STU00152,Suvidya,Term Exam,English,83.0,100.0,62.0,Pass
STU00152,Suvidya,Annual Final,Overall Percentage,69.67,100.0,62.0,Good
STU00157,Suvidya,Term Exam,Mathematics,39.0,100.0,55.0,Pass
STU00157,Suvidya,Term Exam,Science,52.0,100.0,55.0,Pass
STU00157,Suvidya,Term Exam,English,66.0,100.0,55.0,Pass
STU00157,Suvidya,Annual Final,Overall Percentage,52.33,100.0,55.0,Average
STU00169,Suvidya,Term Exam,Mathematics,84.0,100.0,89.0,Pass
STU00169,Suvidya,Term Exam,Science,74.0,100.0,89.0,Pass
STU00169,Suvidya,Term Exam,English,61.0,100.0,89.0,Pass
STU00169,Suvidya,Annual Final,Overall Percentage,73.0,100.0,89.0,Good
STU00182,Suvidya,Term Exam,Mathematics,83.0,100.0,84.0,Pass
STU00182,Suvidya,Term Exam,Science,68.0,100.0,84.0,Pass
STU00182,Suvidya,Term Exam,English,60.0,100.0,84.0,Pass
STU00182,Suvidya,Annual Final,Overall Percentage,70.33,100.0,84.0,Good
STU00193,Suvidya,Term Exam,Mathematics,55.0,100.0,79.0,Pass
STU00193,Suvidya,Term Exam,Science,44.0,100.0,79.0,Pass
STU00193,Suvidya,Term Exam,English,57.0,100.0,79.0,Pass
STU00193,Suvidya,Annual Final,Overall Percentage,52.0,100.0,79.0,Average
STU00194,Suvidya,Term Exam,Mathematics,69.0,100.0,77.0,Pass
STU00194,Suvidya,Term Exam,Science,98.0,100.0,77.0,Pass
STU00194,Suvidya,Term Exam,English,100.0,100.0,77.0,Pass
STU00194,Suvidya,Annual Final,Overall Percentage,89.0,100.0,77.0,Excellent
STU00198,Suvidya,Term Exam,Mathematics,60.0,100.0,100.0,Pass
STU00198,Suvidya,Term Exam,Science,100.0,100.0,100.0,Pass
STU00198,Suvidya,Term Exam,English,66.0,100.0,100.0,Pass
STU00198,Suvidya,Annual Final,Overall Percentage,75.33,100.0,100.0,Good
STU00205,Suvidya,Term Exam,Mathematics,71.0,100.0,93.0,Pass
STU00205,Suvidya,Term Exam,Science,83.0,100.0,93.0,Pass
STU00205,Suvidya,Term Exam,English,99.0,100.0,93.0,Pass
STU00205,Suvidya,Annual Final,Overall Percentage,84.33,100.0,93.0,Excellent
STU00210,Suvidya,Term Exam,Mathematics,81.0,100.0,82.0,Pass
STU00210,Suvidya,Term Exam,Science,74.0,100.0,82.0,Pass
STU00210,Suvidya,Term Exam,English,74.0,100.0,82.0,Pass
STU00210,Suvidya,Annual Final,Overall Percentage,76.33,100.0,82.0,Good
STU00216,Suvidya,Term Exam,Mathematics,98.0,100.0,87.0,Pass
STU00216,Suvidya,Term Exam,Science,98.0,100.0,87.0,Pass
STU00216,Suvidya,Term Exam,English,96.0,100.0,87.0,Pass
STU00216,Suvidya,Annual Final,Overall Percentage,97.33,100.0,87.0,Excellent
STU00218,Suvidya,Term Exam,Mathematics,58.0,100.0,95.0,Pass
STU00218,Suvidya,Term Exam,Science,81.0,100.0,95.0,Pass
STU00218,Suvidya,Term Exam,English,70.0,100.0,95.0,Pass
STU00218,Suvidya,Annual Final,Overall Percentage,69.67,100.0,95.0,Good
STU00222,Suvidya,Term Exam,Mathematics,69.0,100.0,97.0,Pass
STU00222,Suvidya,Term Exam,Science,54.0,100.0,97.0,Pass
STU00222,Suvidya,Term Exam,English,52.0,100.0,97.0,Pass
STU00222,Suvidya,Annual Final,Overall Percentage,58.33,100.0,97.0,Average
STU00230,Suvidya,Term Exam,Mathematics,47.0,100.0,53.0,Pass
STU00230,Suvidya,Term Exam,Science,95.0,100.0,53.0,Pass
STU00230,Suvidya,Term Exam,English,70.0,100.0,53.0,Pass
STU00230,Suvidya,Annual Final,Overall Percentage,70.67,100.0,53.0,Good
STU00243,Suvidya,Term Exam,Mathematics,46.0,100.0,52.0,Pass
STU00243,Suvidya,Term Exam,Science,48.0,100.0,52.0,Pass
STU00243,Suvidya,Term Exam,English,68.0,100.0,52.0,Pass
STU00243,Suvidya,Annual Final,Overall Percentage,54.0,100.0,52.0,Average
STU00244,Suvidya,Term Exam,Mathematics,78.0,100.0,70.0,Pass
STU00244,Suvidya,Term Exam,Science,86.0,100.0,70.0,Pass
STU00244,Suvidya,Term Exam,English,49.0,100.0,70.0,Pass
STU00244,Suvidya,Annual Final,Overall Percentage,71.0,100.0,70.0,Good
STU00250,Suvidya,Term Exam,Mathematics,75.0,100.0,90.0,Pass
STU00250,Suvidya,Term Exam,Science,85.0,100.0,90.0,Pass
STU00250,Suvidya,Term Exam,English,42.0,100.0,90.0,Pass
STU00250,Suvidya,Annual Final,Overall Percentage,67.33,100.0,90.0,Good
STU00254,Suvidya,Term Exam,Mathematics,81.0,100.0,67.0,Pass
STU00254,Suvidya,Term Exam,Science,90.0,100.0,67.0,Pass
STU00254,Suvidya,Term Exam,English,93.0,100.0,67.0,Pass
STU00254,Suvidya,Annual Final,Overall Percentage,88.0,100.0,67.0,Excellent
STU00255,Suvidya,Term Exam,Mathematics,45.0,100.0,93.0,Pass
STU00255,Suvidya,Term Exam,Science,78.0,100.0,93.0,Pass
STU00255,Suvidya,Term Exam,English,49.0,100.0,93.0,Pass
STU00255,Suvidya,Annual Final,Overall Percentage,57.33,100.0,93.0,Average
STU00256,Suvidya,Term Exam,Mathematics,54.0,100.0,97.0,Pass
STU00256,Suvidya,Term Exam,Science,74.0,100.0,97.0,Pass
STU00256,Suvidya,Term Exam,English,89.0,100.0,97.0,Pass
STU00256,Suvidya,Annual Final,Overall Percentage,72.33,100.0,97.0,Good
STU00264,Suvidya,Term Exam,Mathematics,56.0,100.0,93.0,Pass
STU00264,Suvidya,Term Exam,Science,80.0,100.0,93.0,Pass
STU00264,Suvidya,Term Exam,English,69.0,100.0,93.0,Pass
STU00264,Suvidya,Annual Final,Overall Percentage,68.33,100.0,93.0,Good
STU00265,Suvidya,Term Exam,Mathematics,77.0,100.0,80.0,Pass
STU00265,Suvidya,Term Exam,Science,42.0,100.0,80.0,Pass
STU00265,Suvidya,Term Exam,English,64.0,100.0,80.0,Pass
STU00265,Suvidya,Annual Final,Overall Percentage,61.0,100.0,80.0,Average
STU00276,Suvidya,Term Exam,Mathematics,54.0,100.0,68.0,Pass
STU00276,Suvidya,Term Exam,Science,46.0,100.0,68.0,Pass
STU00276,Suvidya,Term Exam,English,52.0,100.0,68.0,Pass
STU00276,Suvidya,Annual Final,Overall Percentage,50.67,100.0,68.0,Average
STU00280,Suvidya,Term Exam,Mathematics,63.0,100.0,65.0,Pass
STU00280,Suvidya,Term Exam,Science,46.0,100.0,65.0,Pass
STU00280,Suvidya,Term Exam,English,85.0,100.0,65.0,Pass
STU00280,Suvidya,Annual Final,Overall Percentage,64.67,100.0,65.0,Average
STU00281,Suvidya,Term Exam,Mathematics,95.0,100.0,87.0,Pass
STU00281,Suvidya,Term Exam,Science,86.0,100.0,87.0,Pass
STU00281,Suvidya,Term Exam,English,35.0,100.0,87.0,Pass
STU00281,Suvidya,Annual Final,Overall Percentage,72.0,100.0,87.0,Good
STU00292,Suvidya,Term Exam,Mathematics,67.0,100.0,87.0,Pass
STU00292,Suvidya,Term Exam,Science,63.0,100.0,87.0,Pass
STU00292,Suvidya,Term Exam,English,80.0,100.0,87.0,Pass
STU00292,Suvidya,Annual Final,Overall Percentage,70.0,100.0,87.0,Good
STU00293,Suvidya,Term Exam,Mathematics,46.0,100.0,55.0,Pass
STU00293,Suvidya,Term Exam,Science,94.0,100.0,55.0,Pass
STU00293,Suvidya,Term Exam,English,62.0,100.0,55.0,Pass
STU00293,Suvidya,Annual Final,Overall Percentage,67.33,100.0,55.0,Good
STU00298,Suvidya,Term Exam,Mathematics,69.0,100.0,66.0,Pass
STU00298,Suvidya,Term Exam,Science,91.0,100.0,66.0,Pass
STU00298,Suvidya,Term Exam,English,79.0,100.0,66.0,Pass
STU00298,Suvidya,Annual Final,Overall Percentage,79.67,100.0,66.0,Good
STU00300,Suvidya,Term Exam,Mathematics,68.0,100.0,60.0,Pass
STU00300,Suvidya,Term Exam,Science,64.0,100.0,60.0,Pass
STU00300,Suvidya,Term Exam,English,60.0,100.0,60.0,Pass
STU00300,Suvidya,Annual Final,Overall Percentage,64.0,100.0,60.0,Average
STU00308,Suvidya,Term Exam,Mathematics,87.0,100.0,83.0,Pass
STU00308,Suvidya,Term Exam,Science,58.0,100.0,83.0,Pass
STU00308,Suvidya,Term Exam,English,59.0,100.0,83.0,Pass
STU00308,Suvidya,Annual Final,Overall Percentage,68.0,100.0,83.0,Good
STU00310,Suvidya,Term Exam,Mathematics,63.0,100.0,77.0,Pass
STU00310,Suvidya,Term Exam,Science,48.0,100.0,77.0,Pass
STU00310,Suvidya,Term Exam,English,40.0,100.0,77.0,Pass
STU00310,Suvidya,Annual Final,Overall Percentage,50.33,100.0,77.0,Average
STU00322,Suvidya,Term Exam,Mathematics,65.0,100.0,52.0,Pass
STU00322,Suvidya,Term Exam,Science,99.0,100.0,52.0,Pass
STU00322,Suvidya,Term Exam,English,82.0,100.0,52.0,Pass
STU00322,Suvidya,Annual Final,Overall Percentage,82.0,100.0,52.0,Excellent
STU00324,Suvidya,Term Exam,Mathematics,64.0,100.0,54.0,Pass
STU00324,Suvidya,Term Exam,Science,36.0,100.0,54.0,Pass
STU00324,Suvidya,Term Exam,English,90.0,100.0,54.0,Pass
STU00324,Suvidya,Annual Final,Overall Percentage,63.33,100.0,54.0,Average
STU00330,Suvidya,Term Exam,Mathematics,67.0,100.0,72.0,Pass
STU00330,Suvidya,Term Exam,Science,57.0,100.0,72.0,Pass
STU00330,Suvidya,Term Exam,English,71.0,100.0,72.0,Pass
STU00330,Suvidya,Annual Final,Overall Percentage,65.0,100.0,72.0,Average
STU00332,Suvidya,Term Exam,Mathematics,51.0,100.0,65.0,Pass
STU00332,Suvidya,Term Exam,Science,91.0,100.0,65.0,Pass
STU00332,Suvidya,Term Exam,English,83.0,100.0,65.0,Pass
STU00332,Suvidya,Annual Final,Overall Percentage,75.0,100.0,65.0,Good
STU00333,Suvidya,Term Exam,Mathematics,49.0,100.0,90.0,Pass
STU00333,Suvidya,Term Exam,Science,67.0,100.0,90.0,Pass
STU00333,Suvidya,Term Exam,English,79.0,100.0,90.0,Pass
STU00333,Suvidya,Annual Final,Overall Percentage,65.0,100.0,90.0,Average
STU00342,Suvidya,Term Exam,Mathematics,72.0,100.0,57.0,Pass
STU00342,Suvidya,Term Exam,Science,84.0,100.0,57.0,Pass
STU00342,Suvidya,Term Exam,English,53.0,100.0,57.0,Pass
STU00342,Suvidya,Annual Final,Overall Percentage,69.67,100.0,57.0,Good
STU00346,Suvidya,Term Exam,Mathematics,85.0,100.0,84.0,Pass
STU00346,Suvidya,Term Exam,Science,71.0,100.0,84.0,Pass
STU00346,Suvidya,Term Exam,English,53.0,100.0,84.0,Pass
STU00346,Suvidya,Annual Final,Overall Percentage,69.67,100.0,84.0,Good
STU00353,Suvidya,Term Exam,Mathematics,41.0,100.0,95.0,Pass
STU00353,Suvidya,Term Exam,Science,44.0,100.0,95.0,Pass
STU00353,Suvidya,Term Exam,English,80.0,100.0,95.0,Pass
STU00353,Suvidya,Annual Final,Overall Percentage,55.0,100.0,95.0,Average
STU00354,Suvidya,Term Exam,Mathematics,38.0,100.0,87.0,Pass
STU00354,Suvidya,Term Exam,Science,97.0,100.0,87.0,Pass
STU00354,Suvidya,Term Exam,English,75.0,100.0,87.0,Pass
STU00354,Suvidya,Annual Final,Overall Percentage,70.0,100.0,87.0,Good
STU00357,Suvidya,Term Exam,Mathematics,76.0,100.0,61.0,Pass
STU00357,Suvidya,Term Exam,Science,45.0,100.0,61.0,Pass
STU00357,Suvidya,Term Exam,English,35.0,100.0,61.0,Pass
STU00357,Suvidya,Annual Final,Overall Percentage,52.0,100.0,61.0,Average
STU00358,Suvidya,Term Exam,Mathematics,89.0,100.0,64.0,Pass
STU00358,Suvidya,Term Exam,Science,75.0,100.0,64.0,Pass
STU00358,Suvidya,Term Exam,English,65.0,100.0,64.0,Pass
STU00358,Suvidya,Annual Final,Overall Percentage,76.33,100.0,64.0,Good
STU00364,Suvidya,Term Exam,Mathematics,89.0,100.0,51.0,Pass
STU00364,Suvidya,Term Exam,Science,61.0,100.0,51.0,Pass
STU00364,Suvidya,Term Exam,English,95.0,100.0,51.0,Pass
STU00364,Suvidya,Annual Final,Overall Percentage,81.67,100.0,51.0,Excellent
STU00366,Suvidya,Term Exam,Mathematics,40.0,100.0,60.0,Pass
STU00366,Suvidya,Term Exam,Science,41.0,100.0,60.0,Pass
STU00366,Suvidya,Term Exam,English,84.0,100.0,60.0,Pass
STU00366,Suvidya,Annual Final,Overall Percentage,55.0,100.0,60.0,Average
STU00374,Suvidya,Term Exam,Mathematics,59.0,100.0,58.0,Pass
STU00374,Suvidya,Term Exam,Science,62.0,100.0,58.0,Pass
STU00374,Suvidya,Term Exam,English,60.0,100.0,58.0,Pass
STU00374,Suvidya,Annual Final,Overall Percentage,60.33,100.0,58.0,Average
STU00380,Suvidya,Term Exam,Mathematics,80.0,100.0,59.0,Pass
STU00380,Suvidya,Term Exam,Science,92.0,100.0,59.0,Pass
STU00380,Suvidya,Term Exam,English,93.0,100.0,59.0,Pass
STU00380,Suvidya,Annual Final,Overall Percentage,88.33,100.0,59.0,Excellent
STU00391,Suvidya,Term Exam,Mathematics,85.0,100.0,82.0,Pass
STU00391,Suvidya,Term Exam,Science,50.0,100.0,82.0,Pass
STU00391,Suvidya,Term Exam,English,99.0,100.0,82.0,Pass
STU00391,Suvidya,Annual Final,Overall Percentage,78.0,100.0,82.0,Good
STU00392,Suvidya,Term Exam,Mathematics,56.0,100.0,85.0,Pass
STU00392,Suvidya,Term Exam,Science,90.0,100.0,85.0,Pass
STU00392,Suvidya,Term Exam,English,86.0,100.0,85.0,Pass
STU00392,Suvidya,Annual Final,Overall Percentage,77.33,100.0,85.0,Good
STU00397,Suvidya,Term Exam,Mathematics,79.0,100.0,67.0,Pass
STU00397,Suvidya,Term Exam,Science,82.0,100.0,67.0,Pass
STU00397,Suvidya,Term Exam,English,39.0,100.0,67.0,Pass
STU00397,Suvidya,Annual Final,Overall Percentage,66.67,100.0,67.0,Good
STU00399,Suvidya,Term Exam,Mathematics,81.0,100.0,97.0,Pass
STU00399,Suvidya,Term Exam,Science,82.0,100.0,97.0,Pass
STU00399,Suvidya,Term Exam,English,52.0,100.0,97.0,Pass
STU00399,Suvidya,Annual Final,Overall Percentage,71.67,100.0,97.0,Good
STU00401,Suvidya,Term Exam,Mathematics,59.0,100.0,69.0,Pass
STU00401,Suvidya,Term Exam,Science,99.0,100.0,69.0,Pass
STU00401,Suvidya,Term Exam,English,48.0,100.0,69.0,Pass
STU00401,Suvidya,Annual Final,Overall Percentage,68.67,100.0,69.0,Good
STU00402,Suvidya,Term Exam,Mathematics,63.0,100.0,100.0,Pass
STU00402,Suvidya,Term Exam,Science,98.0,100.0,100.0,Pass
STU00402,Suvidya,Term Exam,English,97.0,100.0,100.0,Pass
STU00402,Suvidya,Annual Final,Overall Percentage,86.0,100.0,100.0,Excellent
STU00405,Suvidya,Term Exam,Mathematics,68.0,100.0,67.0,Pass
STU00405,Suvidya,Term Exam,Science,58.0,100.0,67.0,Pass
STU00405,Suvidya,Term Exam,English,73.0,100.0,67.0,Pass
STU00405,Suvidya,Annual Final,Overall Percentage,66.33,100.0,67.0,Good
STU00412,Suvidya,Term Exam,Mathematics,84.0,100.0,98.0,Pass
STU00412,Suvidya,Term Exam,Science,71.0,100.0,98.0,Pass
STU00412,Suvidya,Term Exam,English,52.0,100.0,98.0,Pass
STU00412,Suvidya,Annual Final,Overall Percentage,69.0,100.0,98.0,Good
STU00420,Suvidya,Term Exam,Mathematics,72.0,100.0,81.0,Pass
STU00420,Suvidya,Term Exam,Science,69.0,100.0,81.0,Pass
STU00420,Suvidya,Term Exam,English,73.0,100.0,81.0,Pass
STU00420,Suvidya,Annual Final,Overall Percentage,71.33,100.0,81.0,Good
STU00429,Suvidya,Term Exam,Mathematics,100.0,100.0,82.0,Pass
STU00429,Suvidya,Term Exam,Science,51.0,100.0,82.0,Pass
STU00429,Suvidya,Term Exam,English,51.0,100.0,82.0,Pass
STU00429,Suvidya,Annual Final,Overall Percentage,67.33,100.0,82.0,Good
STU00440,Suvidya,Term Exam,Mathematics,87.0,100.0,55.0,Pass
STU00440,Suvidya,Term Exam,Science,37.0,100.0,55.0,Pass
STU00440,Suvidya,Term Exam,English,55.0,100.0,55.0,Pass
STU00440,Suvidya,Annual Final,Overall Percentage,59.67,100.0,55.0,Average
STU00456,Suvidya,Term Exam,Mathematics,79.0,100.0,57.0,Pass
STU00456,Suvidya,Term Exam,Science,57.0,100.0,57.0,Pass
STU00456,Suvidya,Term Exam,English,38.0,100.0,57.0,Pass
STU00456,Suvidya,Annual Final,Overall Percentage,58.0,100.0,57.0,Average
STU00458,Suvidya,Term Exam,Mathematics,78.0,100.0,93.0,Pass
STU00458,Suvidya,Term Exam,Science,80.0,100.0,93.0,Pass
