master_student_id,skill,score,score_scale,source,is_synthetic_match,match_method
MSTU00009,ml,0.41,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00009,tableau,0.24,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00009,excel,0.98,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00010,python,0.95,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00010,sql,0.59,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00010,ml,0.4,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00010,tableau,0.02,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00010,excel,0.42,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00011,python,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00011,sql,0.38,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00011,ml,0.07,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00011,tableau,0.02,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00011,excel,0.37,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00012,python,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00012,sql,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00012,ml,0.39,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00012,tableau,0.93,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00012,excel,0.63,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00013,python,0.52,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00013,sql,0.79,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00013,ml,0.27,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00013,tableau,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00013,excel,0.51,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00014,python,0.57,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00014,sql,0.76,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00014,ml,0.56,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00014,tableau,0.37,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00014,excel,0.23,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00015,python,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00015,sql,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00015,ml,0.62,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00015,tableau,0.87,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00015,excel,0.55,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00016,python,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00016,sql,0.38,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00016,ml,0.07,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00016,tableau,0.02,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00016,excel,0.37,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00017,python,0.73,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00017,sql,0.68,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00017,ml,0.25,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00017,tableau,0.21,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00017,excel,0.44,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00018,python,0.88,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00018,sql,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00018,ml,0.43,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00018,tableau,0.35,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00018,excel,0.77,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00019,python,0.8,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00019,sql,0.91,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00019,ml,0.43,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00019,tableau,0.89,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00019,excel,0.18,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00020,python,0.57,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00020,sql,0.76,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00020,ml,0.56,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00020,tableau,0.37,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00020,excel,0.23,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00021,python,0.47,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00021,sql,0.23,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00021,ml,0.11,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00021,tableau,0.31,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00021,excel,0.15,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00022,python,0.4,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00022,sql,0.56,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00022,ml,0.39,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00022,tableau,0.45,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00022,excel,0.8,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00023,python,0.53,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00023,sql,0.22,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00023,ml,0.77,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00023,tableau,0.72,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00023,excel,0.22,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00024,python,0.81,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00024,sql,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00024,ml,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00024,tableau,0.55,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00024,excel,0.57,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00025,python,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00025,sql,0.99,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00025,ml,0.66,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00025,tableau,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00025,excel,0.93,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00026,python,0.65,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00026,sql,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00026,ml,0.24,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00026,tableau,0.64,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00026,excel,0.88,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00027,python,0.62,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00027,sql,0.92,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00027,ml,0.76,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00027,tableau,0.1,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00027,excel,0.76,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00028,python,0.81,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00028,sql,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00028,ml,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00028,tableau,0.55,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00028,excel,0.57,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00029,python,0.73,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00029,sql,0.68,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00029,ml,0.25,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00029,tableau,0.21,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00029,excel,0.44,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00030,python,0.63,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00030,sql,0.62,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00030,ml,0.4,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00030,tableau,0.96,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00030,excel,0.09,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00031,python,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00031,sql,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00031,ml,0.82,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00031,tableau,0.44,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00031,excel,0.61,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00032,python,0.97,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00032,sql,0.75,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00032,ml,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00032,tableau,0.44,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00032,excel,0.1,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00033,python,0.81,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00033,sql,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00033,ml,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00033,tableau,0.55,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00033,excel,0.57,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00034,python,0.81,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00034,sql,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00034,ml,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00034,tableau,0.55,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00034,excel,0.57,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00035,python,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00035,sql,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00035,ml,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00035,tableau,0.05,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00035,excel,0.89,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00036,python,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00036,sql,0.58,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00036,ml,0.61,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00036,tableau,0.31,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00036,excel,0.06,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00037,python,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00037,sql,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00037,ml,0.82,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00037,tableau,0.44,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00037,excel,0.61,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00038,python,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00038,sql,0.47,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00038,ml,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00038,tableau,0.72,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00038,excel,0.08,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00039,python,0.67,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00039,sql,0.59,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00039,ml,0.82,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00039,tableau,0.45,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00039,excel,0.0,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00040,python,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00040,sql,0.71,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00040,ml,0.82,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00040,tableau,0.44,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00040,excel,0.61,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00041,python,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00041,sql,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00041,ml,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00041,tableau,0.82,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00041,excel,0.54,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00042,python,0.67,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00042,sql,0.63,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00042,ml,0.94,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00042,tableau,0.84,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00042,excel,0.14,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00043,python,0.99,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00043,sql,0.56,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00043,ml,0.76,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00043,tableau,0.85,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00043,excel,0.05,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00044,python,0.54,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00044,sql,0.49,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00044,ml,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00044,tableau,0.01,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00044,excel,0.16,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00045,python,0.49,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00045,sql,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00045,ml,0.62,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00045,tableau,0.64,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00045,excel,0.41,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00046,python,0.67,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00046,sql,0.59,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00046,ml,0.82,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00046,tableau,0.45,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00046,excel,0.0,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00047,python,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00047,sql,0.51,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00047,ml,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00047,tableau,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00047,excel,0.19,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00048,python,0.31,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00048,sql,0.87,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00048,ml,1.0,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00048,tableau,0.23,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00048,excel,0.99,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00049,python,0.69,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00049,sql,0.7,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00049,ml,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00049,tableau,0.05,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00049,excel,0.89,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00050,python,0.9,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00050,sql,0.75,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00050,ml,0.54,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00050,tableau,0.83,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00050,excel,0.53,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00051,python,0.6,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00051,sql,0.51,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00051,ml,0.74,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00051,tableau,0.86,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00051,excel,0.19,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00052,python,0.57,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00052,sql,0.76,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00052,ml,0.56,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00052,tableau,0.37,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00052,excel,0.23,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00053,python,0.45,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00053,sql,0.8,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
MSTU00053,ml,0.12,0-1,src_skill_scores.csv,True,python_quintile × sql_quintile vs coding/logic scores
